time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-31 00:00:00+00:00,132.0,29.0,233,26
2025-02-01 00:00:00+00:00,264.0,44.0,215,15
2025-02-02 00:00:00+00:00,74.0,18.0,150,19
2025-02-03 00:00:00+00:00,85.0,22.0,168,26
2025-02-04 00:00:00+00:00,260.0,48.0,266,27
2025-02-05 00:00:00+00:00,263.0,46.0,203,21
2025-02-06 00:00:00+00:00,232.0,40.0,208,27
2025-02-07 00:00:00+00:00,126.0,34.0,171,26
2025-02-08 00:00:00+00:00,45.0,14.0,62,15
2025-02-09 00:00:00+00:00,24.0,11.0,53,12
2025-02-10 00:00:00+00:00,54.0,17.0,84,20
2025-02-11 00:00:00+00:00,173.0,36.0,182,33
2025-02-12 00:00:00+00:00,,,209,37
2025-02-13 00:00:00+00:00,15.0,6.0,185,20
