referrer,views_total,views_unique
github.com,504,16
Google,148,53
ssvlab.github.io,45,15
rustfoundation.org,26,19
linkedin.com,15,3
slashdot.org,12,7
Bing,11,3
cn.bing.com,8,2
com.google.android.gm,7,1
perplexity.ai,6,1
