referrer,views_total,views_unique
github.com,438,23
Google,211,82
ntp.msn.com,32,1
Bing,27,13
ssvlab.github.io,16,5
statics.teams.cdn.office.net,13,3
findaphd.com,9,6
chatgpt.com,4,3
app.codacy.com,4,1
rustfoundation.org,3,3
