referrer,views_total,views_unique
github.com,517,25
Google,217,69
ssvlab.github.io,45,17
ntp.msn.com,42,1
DuckDuckGo,23,3
Bing,16,9
com.google.android.gm,9,2
statics.teams.cdn.office.net,8,4
search.brave.com,6,2
mail.google.com,6,1
