url_path,views_total,views_unique
/esbmc/esbmc,596,137
/esbmc/esbmc/issues,134,27
/esbmc/esbmc/pulls,86,14
/esbmc/esbmc/releases,64,16
/esbmc/esbmc/issues/2242,45,10
/esbmc/esbmc/issues/2237,38,7
/esbmc/esbmc/issues/2249,34,13
/esbmc/esbmc/compare/master...brcfarias:esbmc:python-frontend,32,3
/esbmc/esbmc/releases/tag/v7.8.1,28,11
/esbmc/esbmc/pull/2239,28,9
