referrer,views_total,views_unique
github.com,403,22
Google,190,66
ntp.msn.com,18,1
Bing,8,8
ssvlab.github.io,6,3
rustfoundation.org,5,5
app.codacy.com,4,1
chatgpt.com,3,2
DuckDuckGo,2,2
model-checking.github.io,2,2
