referrer,views_total,views_unique
github.com,731,35
Google,183,91
ssvlab.github.io,46,7
esbmc.github.io,31,13
Bing,25,11
findaphd.com,21,13
sosy-lab.org,11,3
claude.ai,7,1
p.ocmatos.com,5,4
DuckDuckGo,4,3
