referrer,views_total,views_unique
github.com,469,36
Google,142,61
findaphd.com,15,8
linkedin.com,14,8
Bing,13,6
com.linkedin.android,13,6
search.brave.com,9,3
DuckDuckGo,3,3
rustfoundation.org,3,3
ssvlab.github.io,3,2
