referrer,views_total,views_unique
github.com,401,13
Google,112,39
ssvlab.github.io,44,14
linkedin.com,15,3
slashdot.org,12,7
rustfoundation.org,11,10
Bing,11,3
perplexity.ai,6,1
m.slashdot.org,5,5
statics.teams.cdn.office.net,5,4
