referrer,views_total,views_unique
github.com,293,26
Google,274,73
ntp.msn.com,50,2
ssvlab.github.io,38,16
Bing,19,5
learn-eu-central-1-prod-fleet01-xythos.content.blackboardcdn.com,15,2
Baidu,12,3
linkedin.com,9,7
search.brave.com,9,3
DuckDuckGo,7,5
