referrer,views_total,views_unique
Google,551,96
github.com,276,18
Baidu,44,1
ntp.msn.com,31,2
ssvlab.github.io,29,17
linkedin.com,21,13
Bing,17,9
chatgpt.com,11,6
search.brave.com,11,1
DuckDuckGo,8,6
