referrer,views_total,views_unique
github.com,491,21
Google,309,119
ssvlab.github.io,144,50
ntp.msn.com,53,2
Bing,21,8
Baidu,15,1
2024.ecoop.org,11,1
search.brave.com,9,3
statics.teams.cdn.office.net,9,2
chatgpt.com,8,4
