referrer,views_total,views_unique
github.com,571,16
Google,179,58
ntp.msn.com,84,1
DuckDuckGo,39,5
Bing,26,9
ssvlab.github.io,16,8
linkedin.com,15,8
app.codacy.com,5,1
pure.manchester.ac.uk,3,2
statics.teams.cdn.office.net,2,2
