referrer,views_total,views_unique
github.com,640,16
Google,234,52
ntp.msn.com,122,1
linkedin.com,39,16
statics.teams.cdn.office.net,28,4
Bing,18,9
ssvlab.github.io,17,11
com.linkedin.android,14,2
chatgpt.com,10,4
DuckDuckGo,7,3
