referrer,views_total,views_unique
github.com,629,18
Google,185,70
ntp.msn.com,79,1
DuckDuckGo,31,8
ssvlab.github.io,22,8
linkedin.com,11,5
Bing,10,9
rustfoundation.org,7,7
statics.teams.cdn.office.net,6,5
app.codacy.com,5,1
