referrer,views_total,views_unique
github.com,607,28
Google,267,77
ntp.msn.com,48,1
ssvlab.github.io,47,19
statics.teams.cdn.office.net,33,9
Bing,14,8
DuckDuckGo,13,4
com.google.android.gm,11,2
mail.google.com,10,1
search.brave.com,8,2
