time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-17 00:00:00+00:00,152,27,79,14
2025-05-18 00:00:00+00:00,237,34,96,9
2025-05-19 00:00:00+00:00,184,49,330,38
2025-05-20 00:00:00+00:00,192,41,222,32
2025-05-21 00:00:00+00:00,348,64,383,34
2025-05-22 00:00:00+00:00,390,58,260,34
2025-05-23 00:00:00+00:00,242,49,218,32
2025-05-24 00:00:00+00:00,179,24,90,15
2025-05-25 00:00:00+00:00,326,44,168,22
2025-05-26 00:00:00+00:00,103,28,121,24
2025-05-27 00:00:00+00:00,453,49,189,24
2025-05-28 00:00:00+00:00,590,61,412,31
2025-05-29 00:00:00+00:00,688,60,418,26
2025-05-30 00:00:00+00:00,321,47,287,32
