referrer,views_total,views_unique
Google,246,78
github.com,205,23
statics.teams.cdn.office.net,28,4
ssvlab.github.io,21,12
Bing,12,12
ntp.msn.com,9,1
chatgpt.com,6,1
DuckDuckGo,6,1
linkedin.com,2,2
medium.com,2,2
