referrer,views_total,views_unique
github.com,426,26
Google,245,97
ssvlab.github.io,95,37
ntp.msn.com,57,1
Bing,20,7
codehub-y.huawei.com,19,2
search.brave.com,9,1
teams.microsoft.com,8,4
com.google.android.gm,6,3
DuckDuckGo,6,3
