time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-07 00:00:00+00:00,762,106,471,43
2026-01-08 00:00:00+00:00,664,106,573,48
2026-01-09 00:00:00+00:00,929,160,658,41
2026-01-10 00:00:00+00:00,341,72,107,21
2026-01-11 00:00:00+00:00,179,44,100,63
2026-01-12 00:00:00+00:00,200,40,184,54
2026-01-13 00:00:00+00:00,421,98,429,62
2026-01-14 00:00:00+00:00,888,140,596,187
2026-01-15 00:00:00+00:00,161,41,206,72
2026-01-16 00:00:00+00:00,121,35,129,49
2026-01-17 00:00:00+00:00,385,84,138,31
2026-01-18 00:00:00+00:00,289,64,128,35
2026-01-19 00:00:00+00:00,124,34,143,53
2026-01-20 00:00:00+00:00,742,135,352,59
