referrer,views_total,views_unique
github.com,476,17
Google,140,49
ntp.msn.com,18,1
Bing,7,5
rustfoundation.org,4,4
search.brave.com,4,3
ssvlab.github.io,4,2
app.codacy.com,4,1
DuckDuckGo,2,2
chatgpt.com,1,1
