referrer,views_total,views_unique
github.com,514,27
Google,230,72
ssvlab.github.io,46,18
ntp.msn.com,41,1
DuckDuckGo,24,3
Bing,15,8
statics.teams.cdn.office.net,11,5
com.google.android.gm,11,2
search.brave.com,7,2
mail.google.com,6,1
