time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-18 00:00:00+00:00,157,35,223,26
2025-07-19 00:00:00+00:00,24,13,44,16
2025-07-20 00:00:00+00:00,160,34,88,9
2025-07-21 00:00:00+00:00,244,39,453,52
2025-07-22 00:00:00+00:00,362,55,349,40
2025-07-23 00:00:00+00:00,113,20,152,27
2025-07-24 00:00:00+00:00,169,35,275,34
2025-07-25 00:00:00+00:00,539,81,571,34
2025-07-26 00:00:00+00:00,313,36,232,19
2025-07-27 00:00:00+00:00,250,33,328,19
2025-07-28 00:00:00+00:00,295,49,379,24
2025-07-29 00:00:00+00:00,251,37,263,31
2025-07-30 00:00:00+00:00,356,59,277,27
2025-07-31 00:00:00+00:00,365,48,371,28
