referrer,views_total,views_unique
Google,240,72
github.com,209,24
statics.teams.cdn.office.net,28,4
ssvlab.github.io,22,12
Bing,15,13
ntp.msn.com,7,1
chatgpt.com,6,1
DuckDuckGo,6,1
linkedin.com,2,2
medium.com,2,2
