referrer,views_total,views_unique
github.com,206,18
Google,165,56
Bing,40,11
ssvlab.github.io,38,16
DuckDuckGo,7,2
linkedin.com,6,6
search.brave.com,4,2
statics.teams.cdn.office.net,4,1
mail.google.com,4,1
paperswithcode.com,3,2
