referrer,views_total,views_unique
github.com,648,22
Google,217,69
ntp.msn.com,67,1
statics.teams.cdn.office.net,27,5
ssvlab.github.io,17,10
chatgpt.com,15,6
Bing,7,5
linkedin.com,6,5
mail.google.com,6,1
com.google.android.gm,4,2
