referrer,views_total,views_unique
github.com,766,20
Google,188,54
ssvlab.github.io,82,11
ntp.msn.com,30,1
Bing,25,7
DuckDuckGo,18,2
linkedin.com,8,4
mail.google.com,8,1
chatgpt.com,7,4
statics.teams.cdn.office.net,4,3
