time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-26 00:00:00+00:00,179,38,541,46
2025-08-27 00:00:00+00:00,646,82,436,34
2025-08-28 00:00:00+00:00,772,89,561,37
2025-08-29 00:00:00+00:00,335,53,336,31
2025-08-30 00:00:00+00:00,230,50,159,25
2025-08-31 00:00:00+00:00,306,58,295,25
2025-09-01 00:00:00+00:00,538,82,329,39
2025-09-02 00:00:00+00:00,554,70,466,48
2025-09-03 00:00:00+00:00,225,48,182,37
2025-09-04 00:00:00+00:00,156,47,347,37
2025-09-05 00:00:00+00:00,425,81,394,32
2025-09-06 00:00:00+00:00,341,65,169,23
2025-09-07 00:00:00+00:00,171,48,115,12
2025-09-08 00:00:00+00:00,576,87,509,36
