url_path,views_total,views_unique
/esbmc/esbmc,458,101
/esbmc/esbmc/commits/master,108,6
/esbmc/esbmc/issues,102,16
/esbmc/esbmc/pulls,77,10
/esbmc/esbmc/actions/workflows/benchexec.yml,36,1
/esbmc/esbmc/pull/2278,25,5
/esbmc/esbmc/actions,24,6
/esbmc/esbmc/releases,23,16
/esbmc/esbmc/pull/2285,20,4
/esbmc/esbmc/pull/2261,19,7
