referrer,views_total,views_unique
github.com,745,24
Google,224,70
ssvlab.github.io,32,13
ntp.msn.com,32,1
DuckDuckGo,22,2
Bing,19,8
com.google.android.gm,9,2
chatgpt.com,6,3
search.brave.com,6,2
mail.google.com,6,1
