referrer,views_total,views_unique
github.com,509,17
Google,133,47
ntp.msn.com,18,1
Bing,9,6
cslab-cms.nju.edu.cn,4,4
rustfoundation.org,4,4
search.brave.com,4,3
ssvlab.github.io,4,2
app.codacy.com,4,1
DuckDuckGo,2,2
