referrer,views_total,views_unique
Google,267,71
github.com,250,22
ntp.msn.com,52,2
ssvlab.github.io,44,16
Bing,17,6
learn-eu-central-1-prod-fleet01-xythos.content.blackboardcdn.com,15,2
Baidu,12,3
linkedin.com,9,7
search.brave.com,9,3
DuckDuckGo,7,5
