referrer,views_total,views_unique
github.com,581,17
Google,157,55
ssvlab.github.io,49,17
rustfoundation.org,27,20
linkedin.com,16,4
slashdot.org,12,7
Bing,11,3
statics.teams.cdn.office.net,8,5
cn.bing.com,8,2
com.google.android.gm,7,1
