referrer,views_total,views_unique
github.com,609,36
Google,214,96
ssvlab.github.io,46,7
esbmc.github.io,28,12
findaphd.com,25,15
Bing,24,10
sosy-lab.org,11,3
chatgpt.com,11,2
claude.ai,7,1
famaf.aulavirtual.unc.edu.ar,4,2
