referrer,views_total,views_unique
Google,215,65
github.com,198,21
ssvlab.github.io,33,13
Bing,28,11
linkedin.com,7,7
statics.teams.cdn.office.net,6,2
DuckDuckGo,6,1
medium.com,2,2
paperswithcode.com,2,2
ntp.msn.com,2,1
