referrer,views_total,views_unique
github.com,492,17
Google,130,46
ntp.msn.com,19,1
Bing,8,5
search.brave.com,5,4
cslab-cms.nju.edu.cn,4,4
rustfoundation.org,4,4
ssvlab.github.io,4,2
app.codacy.com,4,1
DuckDuckGo,2,2
