referrer,views_total,views_unique
Google,259,70
github.com,226,22
ntp.msn.com,65,2
ssvlab.github.io,56,14
Bing,29,9
search.brave.com,8,3
cn.bing.com,8,3
chatgpt.com,7,5
yandex.ru,4,2
linkedin.com,3,3
