time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-18 00:00:00+00:00,206,43,226,39
2025-03-19 00:00:00+00:00,513,74,379,43
2025-03-20 00:00:00+00:00,351,78,453,78
2025-03-21 00:00:00+00:00,556,83,289,38
2025-03-22 00:00:00+00:00,267,23,198,20
2025-03-23 00:00:00+00:00,214,25,204,19
2025-03-24 00:00:00+00:00,159,33,227,36
2025-03-25 00:00:00+00:00,58,20,330,54
2025-03-26 00:00:00+00:00,242,43,491,84
2025-03-27 00:00:00+00:00,99,29,474,101
2025-03-28 00:00:00+00:00,145,30,281,56
2025-03-29 00:00:00+00:00,388,31,164,24
2025-03-30 00:00:00+00:00,242,36,127,14
2025-03-31 00:00:00+00:00,93,21,264,35
