referrer,views_total,views_unique
github.com,734,21
Google,193,52
ssvlab.github.io,79,10
ntp.msn.com,30,1
Bing,25,7
linkedin.com,8,5
mail.google.com,8,1
chatgpt.com,7,4
DuckDuckGo,6,2
docs.github.com,5,2
