referrer,views_total,views_unique
github.com,252,18
Google,115,50
Bing,37,10
ssvlab.github.io,36,16
search.brave.com,25,2
linkedin.com,9,8
statics.teams.cdn.office.net,7,2
mail.google.com,4,1
DuckDuckGo,3,3
cn.bing.com,3,2
