referrer,views_total,views_unique
github.com,165,15
Google,164,57
ssvlab.github.io,35,13
Bing,28,10
DuckDuckGo,7,2
linkedin.com,6,6
statics.teams.cdn.office.net,6,2
paperswithcode.com,4,3
medium.com,3,3
search.brave.com,3,1
