time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-25 00:00:00+00:00,2680,630,429,44
2026-04-26 00:00:00+00:00,2161,757,380,38
2026-04-27 00:00:00+00:00,2381,1267,468,43
2026-04-28 00:00:00+00:00,1025,283,407,47
2026-04-29 00:00:00+00:00,1329,329,213,33
2026-04-30 00:00:00+00:00,1435,557,462,54
2026-05-01 00:00:00+00:00,1366,438,553,35
2026-05-02 00:00:00+00:00,1761,485,292,25
2026-05-03 00:00:00+00:00,1406,657,272,19
2026-05-04 00:00:00+00:00,1382,438,563,39
2026-05-05 00:00:00+00:00,2387,580,475,42
2026-05-06 00:00:00+00:00,2490,800,369,29
2026-05-07 00:00:00+00:00,2427,615,345,30
2026-05-08 00:00:00+00:00,1833,548,416,30
