referrer,views_total,views_unique
github.com,494,32
Google,154,62
findaphd.com,17,10
linkedin.com,12,7
Bing,12,5
com.linkedin.android,11,5
search.brave.com,6,3
ssvlab.github.io,4,2
DuckDuckGo,3,3
rustfoundation.org,3,3
