referrer,views_total,views_unique
github.com,657,18
Google,204,65
ntp.msn.com,63,1
statics.teams.cdn.office.net,47,5
ssvlab.github.io,16,9
chatgpt.com,15,6
Bing,8,6
linkedin.com,7,6
mail.google.com,6,1
com.google.android.gm,2,2
