referrer,views_total,views_unique
github.com,290,22
Google,281,65
ntp.msn.com,60,2
ssvlab.github.io,58,15
Bing,31,10
cn.bing.com,9,3
chatgpt.com,7,5
linkedin.com,7,4
search.brave.com,7,2
com.linkedin.android,3,2
