referrer,views_total,views_unique
github.com,449,25
Google,300,110
ssvlab.github.io,153,47
ntp.msn.com,96,2
Bing,35,9
statics.teams.cdn.office.net,22,3
2024.ecoop.org,11,1
linkedin.com,8,6
chatgpt.com,7,3
search.brave.com,6,1
