referrer,views_total,views_unique
github.com,406,26
Google,210,89
ssvlab.github.io,101,39
ntp.msn.com,93,1
Bing,23,9
statics.teams.cdn.office.net,15,4
DuckDuckGo,6,3
openx.huawei.com,6,1
linkedin.com,5,5
com.google.android.gm,5,2
