time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-03 00:00:00+00:00,1406,657,272,19
2026-05-04 00:00:00+00:00,1382,438,563,39
2026-05-05 00:00:00+00:00,2387,580,475,42
2026-05-06 00:00:00+00:00,2490,800,369,29
2026-05-07 00:00:00+00:00,2427,615,345,30
2026-05-08 00:00:00+00:00,1833,548,416,30
2026-05-09 00:00:00+00:00,2434,910,372,28
2026-05-10 00:00:00+00:00,2153,455,368,39
2026-05-11 00:00:00+00:00,1659,414,358,45
2026-05-12 00:00:00+00:00,2955,800,356,34
2026-05-13 00:00:00+00:00,3348,843,358,37
2026-05-14 00:00:00+00:00,2749,682,316,43
2026-05-15 00:00:00+00:00,2261,855,245,40
2026-05-16 00:00:00+00:00,2793,738,269,68
