referrer,views_total,views_unique
github.com,237,17
Google,134,57
ssvlab.github.io,41,17
Bing,39,10
linkedin.com,9,8
statics.teams.cdn.office.net,6,2
search.brave.com,4,2
mail.google.com,4,1
DuckDuckGo,3,3
paperswithcode.com,3,2
