referrer,views_total,views_unique
github.com,414,21
Google,208,81
ntp.msn.com,33,1
Bing,28,13
ssvlab.github.io,15,4
findaphd.com,14,10
statics.teams.cdn.office.net,13,3
chatgpt.com,11,4
app.codacy.com,4,1
model-checking.github.io,3,2
