referrer,views_total,views_unique
Google,328,77
github.com,299,28
statics.teams.cdn.office.net,67,4
Bing,27,16
ssvlab.github.io,26,14
DuckDuckGo,23,2
chatgpt.com,19,2
ntp.msn.com,19,1
linkedin.com,13,8
mail.google.com,8,2
