time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-08 00:00:00+00:00,105,32,213,44
2025-08-09 00:00:00+00:00,308,51,175,23
2025-08-10 00:00:00+00:00,220,42,176,31
2025-08-11 00:00:00+00:00,682,83,345,39
2025-08-12 00:00:00+00:00,599,76,373,44
2025-08-13 00:00:00+00:00,405,56,332,41
2025-08-14 00:00:00+00:00,126,25,253,29
2025-08-15 00:00:00+00:00,259,40,286,31
2025-08-16 00:00:00+00:00,313,51,168,16
2025-08-17 00:00:00+00:00,189,43,179,14
2025-08-18 00:00:00+00:00,662,90,491,26
2025-08-19 00:00:00+00:00,656,102,187,26
2025-08-20 00:00:00+00:00,621,77,71,11
2025-08-21 00:00:00+00:00,618,104,328,21
