referrer,views_total,views_unique
Google,251,72
github.com,197,23
ntp.msn.com,73,2
ssvlab.github.io,64,17
Bing,20,9
search.brave.com,15,4
cn.bing.com,6,2
Baidu,6,1
yandex.ru,5,3
DuckDuckGo,4,2
