referrer,views_total,views_unique
github.com,466,26
Google,229,86
linkedin.com,79,32
ntp.msn.com,61,1
findaphd.com,32,27
Bing,32,14
statics.teams.cdn.office.net,30,4
com.linkedin.android,19,13
ssvlab.github.io,18,6
rustfoundation.org,7,6
